ticket_id,col_index,facility_ja,availability,availability_meaning,facility_zh,facility_cov
jrhokkaido55,11,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrhokkaido55,12,快速・普通 / 指定,△,条件付き利用可,快速・普通 / 指定席,0.95
jrhokkaido55,13,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido55,14,ＢＲＴ,○,乗車可,BRT（公交快速运输）,0.9
jrhokkaido91,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido91,1,特急・急行 / グリーン車,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrhokkaido91,2,特急・急行 / 指定,▲,乗車券のみ有効,特急・急行 / 指定席,0.95
jrhokkaido91,3,特急・急行 / 自由,▲,乗車券のみ有効,特急・急行 / 自由席,0.95
jrhokkaido91,4,特急・急行 / 立席,▲,乗車券のみ有効,特急・急行 / 站位,0.95
jrhokkaido91,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrhokkaido91,6,快速・普通 / ＳＬ,▲,乗車券のみ有効,快速・普通 / SL,0.95
jrhokkaido91,7,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrhokkaido91,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido93,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido93,1,特急・急行 / グリーン車,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrhokkaido93,2,特急・急行 / 指定,△,条件付き利用可,特急・急行 / 指定席,0.95
jrhokkaido93,3,特急・急行 / 自由,▲,乗車券のみ有効,特急・急行 / 自由席,0.95
jrhokkaido93,4,特急・急行 / 立席,○,乗車可,特急・急行 / 站位,0.95
jrhokkaido93,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrhokkaido93,6,快速・普通 / ＳＬ,▲,乗車券のみ有効,快速・普通 / SL,0.95
jrhokkaido93,7,快速・普通 / 指定,△,条件付き利用可,快速・普通 / 指定席,0.95
jrhokkaido93,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido87,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido87,1,特急・急行 / グリーン車,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrhokkaido87,2,特急・急行 / 指定,△,条件付き利用可,特急・急行 / 指定席,0.95
jrhokkaido87,3,特急・急行 / 自由,▲,乗車券のみ有効,特急・急行 / 自由席,0.95
jrhokkaido87,4,特急・急行 / 立席,○,乗車可,特急・急行 / 站位,0.95
jrhokkaido87,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrhokkaido87,6,快速・普通 / ＳＬ,▲,乗車券のみ有効,快速・普通 / SL,0.95
jrhokkaido87,7,快速・普通 / 指定,△,条件付き利用可,快速・普通 / 指定席,0.95
jrhokkaido87,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido95,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido95,1,特急・急行 / グリーン車,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrhokkaido95,2,特急・急行 / 指定,△,条件付き利用可,特急・急行 / 指定席,0.95
jrhokkaido95,3,特急・急行 / 自由,▲,乗車券のみ有効,特急・急行 / 自由席,0.95
jrhokkaido95,4,特急・急行 / 立席,○,乗車可,特急・急行 / 站位,0.95
jrhokkaido95,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrhokkaido95,6,快速・普通 / ＳＬ,▲,乗車券のみ有効,快速・普通 / SL,0.95
jrhokkaido95,7,快速・普通 / 指定,△,条件付き利用可,快速・普通 / 指定席,0.95
jrhokkaido95,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido86,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido86,1,特急・急行 / グリーン車,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrhokkaido86,2,特急・急行 / 指定,△,条件付き利用可,特急・急行 / 指定席,0.95
jrhokkaido86,3,特急・急行 / 自由,▲,乗車券のみ有効,特急・急行 / 自由席,0.95
jrhokkaido86,4,特急・急行 / 立席,○,乗車可,特急・急行 / 站位,0.95
jrhokkaido86,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrhokkaido86,6,快速・普通 / ＳＬ,▲,乗車券のみ有効,快速・普通 / SL,0.95
jrhokkaido86,7,快速・普通 / 指定,△,条件付き利用可,快速・普通 / 指定席,0.95
jrhokkaido86,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido88,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido88,1,特急・急行 / グリーン車,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrhokkaido88,2,特急・急行 / 指定,△,条件付き利用可,特急・急行 / 指定席,0.95
jrhokkaido88,3,特急・急行 / 自由,▲,乗車券のみ有効,特急・急行 / 自由席,0.95
jrhokkaido88,4,特急・急行 / 立席,○,乗車可,特急・急行 / 站位,0.95
jrhokkaido88,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrhokkaido88,6,快速・普通 / ＳＬ,▲,乗車券のみ有効,快速・普通 / SL,0.95
jrhokkaido88,7,快速・普通 / 指定,△,条件付き利用可,快速・普通 / 指定席,0.95
jrhokkaido88,8,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido107,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido107,1,在来線特急・急行列車 / グリーン車,×,乗車不可,在来線特急・急行列車 / 绿色车厢,0.95
jrhokkaido107,2,在来線特急・急行列車 / 普通車個室,×,乗車不可,在来線特急・急行列車 / 普通车厢包厢,0.95
jrhokkaido107,3,在来線特急・急行列車 / 普通車指定,×,乗車不可,在来線特急・急行列車 / 普通车厢指定席席,0.95
jrhokkaido107,4,在来線特急・急行列車 / 普通車自由,×,乗車不可,在来線特急・急行列車 / 普通车厢自由席席,0.95
jrhokkaido107,5,快速・普通 / ライナー,×,乗車不可,快速・普通 / 快车(Liner),0.95
jrhokkaido107,6,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrhokkaido107,7,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido107,8,ジェイ・アール北海道バス,×,乗車不可,JR北海道巴士,0.9
jrhokkaido113,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido113,1,在来線特急・急行列車 / グリーン車,×,乗車不可,在来線特急・急行列車 / 绿色车厢,0.95
jrhokkaido113,2,在来線特急・急行列車 / 普通車個室,×,乗車不可,在来線特急・急行列車 / 普通车厢包厢,0.95
jrhokkaido113,3,在来線特急・急行列車 / 普通車指定,×,乗車不可,在来線特急・急行列車 / 普通车厢指定席席,0.95
jrhokkaido113,4,在来線特急・急行列車 / 普通車自由,×,乗車不可,在来線特急・急行列車 / 普通车厢自由席席,0.95
jrhokkaido113,5,在来線特急・急行列車 / 寝台,×,乗車不可,在来線特急・急行列車 / 卧铺,0.95
jrhokkaido113,6,快速・普通 / ライナー,×,乗車不可,快速・普通 / 快车(Liner),0.95
jrhokkaido113,7,快速・普通 / ＳＬ,▲,乗車券のみ有効,快速・普通 / SL,0.95
jrhokkaido113,8,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrhokkaido113,9,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido114,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido114,1,在来線特急・急行列車 / グリーン車,×,乗車不可,在来線特急・急行列車 / 绿色车厢,0.95
jrhokkaido114,2,在来線特急・急行列車 / 普通車個室,×,乗車不可,在来線特急・急行列車 / 普通车厢包厢,0.95
jrhokkaido114,3,在来線特急・急行列車 / 普通車指定,×,乗車不可,在来線特急・急行列車 / 普通车厢指定席席,0.95
jrhokkaido114,4,在来線特急・急行列車 / 普通車自由,×,乗車不可,在来線特急・急行列車 / 普通车厢自由席席,0.95
jrhokkaido114,5,在来線特急・急行列車 / 寝台,×,乗車不可,在来線特急・急行列車 / 卧铺,0.95
jrhokkaido114,6,快速・普通 / ライナー,×,乗車不可,快速・普通 / 快车(Liner),0.95
jrhokkaido114,7,快速・普通 / ＳＬ,▲,乗車券のみ有効,快速・普通 / SL,0.95
jrhokkaido114,8,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrhokkaido114,9,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido80,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido80,1,在来線特急・急行列車 / グリーン車,×,乗車不可,在来線特急・急行列車 / 绿色车厢,0.95
jrhokkaido80,2,在来線特急・急行列車 / 普通車個室,×,乗車不可,在来線特急・急行列車 / 普通车厢包厢,0.95
jrhokkaido80,3,在来線特急・急行列車 / 普通車指定,×,乗車不可,在来線特急・急行列車 / 普通车厢指定席席,0.95
jrhokkaido80,4,在来線特急・急行列車 / 普通車自由,×,乗車不可,在来線特急・急行列車 / 普通车厢自由席席,0.95
jrhokkaido80,5,快速・普通 / ライナー,×,乗車不可,快速・普通 / 快车(Liner),0.95
jrhokkaido80,6,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrhokkaido80,7,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido80,8,ジェイ・アール北海道バス,×,乗車不可,JR北海道巴士,0.9
jrhokkaido115,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido115,1,在来線特急・急行列車 / グリーン車,▲,乗車券のみ有効,在来線特急・急行列車 / 绿色车厢,0.95
jrhokkaido115,2,在来線特急・急行列車 / 普通車個室,▲,乗車券のみ有効,在来線特急・急行列車 / 普通车厢包厢,0.95
jrhokkaido115,3,在来線特急・急行列車 / 普通車指定,▲,乗車券のみ有効,在来線特急・急行列車 / 普通车厢指定席席,0.95
jrhokkaido115,4,在来線特急・急行列車 / 普通車自由,▲,乗車券のみ有効,在来線特急・急行列車 / 普通车厢自由席席,0.95
jrhokkaido115,5,在来線特急・急行列車 / 寝台,×,乗車不可,在来線特急・急行列車 / 卧铺,0.95
jrhokkaido115,6,快速・普通 / ライナー,×,乗車不可,快速・普通 / 快车(Liner),0.95
jrhokkaido115,7,快速・普通 / ＳＬ,▲,乗車券のみ有効,快速・普通 / SL,0.95
jrhokkaido115,8,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrhokkaido115,9,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrhokkaido116,0,北海道新幹線,×,乗車不可,北海道新干线,0.9
jrhokkaido116,1,在来線特急・急行列車 / グリーン車,▲,乗車券のみ有効,在来線特急・急行列車 / 绿色车厢,0.95
jrhokkaido116,2,在来線特急・急行列車 / 普通車個室,▲,乗車券のみ有効,在来線特急・急行列車 / 普通车厢包厢,0.95
jrhokkaido116,3,在来線特急・急行列車 / 普通車指定,▲,乗車券のみ有効,在来線特急・急行列車 / 普通车厢指定席席,0.95
jrhokkaido116,4,在来線特急・急行列車 / 普通車自由,▲,乗車券のみ有効,在来線特急・急行列車 / 普通车厢自由席席,0.95
jrhokkaido116,5,在来線特急・急行列車 / 寝台,×,乗車不可,在来線特急・急行列車 / 卧铺,0.95
jrhokkaido116,6,快速・普通 / ライナー,×,乗車不可,快速・普通 / 快车(Liner),0.95
jrhokkaido116,7,快速・普通 / ＳＬ,▲,乗車券のみ有効,快速・普通 / SL,0.95
jrhokkaido116,8,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrhokkaido116,9,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast51,0,新幹線,－,対象外,新干线,0.9
jreast51,1,特急・急行,▲,乗車券のみ有効,特快/急行,0.9
jreast51,2,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast51,3,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast51,4,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast51,5,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
sendaimarugoto,0,新幹線,－,対象外,新干线,0.9
sendaimarugoto,1,特急・急行,▲,乗車券のみ有効,特快/急行,0.9
sendaimarugoto,2,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
sendaimarugoto,3,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
sendaimarugoto,4,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
sendaimarugoto,5,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
sendaimarugoto,6,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
aizugurutto,0,新幹線,－,対象外,新干线,0.9
aizugurutto,1,特急・急行,▲,乗車券のみ有効,特快/急行,0.9
aizugurutto,2,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
aizugurutto,3,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
aizugurutto,4,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
aizugurutto,5,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
aizugurutto,6,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast64-1,0,新幹線,－,対象外,新干线,0.9
jreast64-1,1,特急・急行,×,乗車不可,特快/急行,0.9
jreast64-1,2,快速・普通 / グリーン,×,乗車不可,快速・普通 / 绿色车厢,0.95
jreast64-1,3,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast64-1,4,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast64-1,5,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast64-1,6,津軽鉄道 / ストーブ列車,×,乗車不可,津轻铁道 / 暖炉列车,0.95
jreast64-1,7,津軽鉄道 / 自由,○,乗車可,津轻铁道 / 自由席,0.95
jreast34,0,新幹線,×,乗車不可,新干线,0.9
jreast34,2,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jreast34,3,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jreast34,4,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast34,5,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast34,6,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast34,7,BRT,○,乗車可,BRT（公交快速运输）,0.9
jreast36,0,新幹線,×,乗車不可,新干线,0.9
jreast36,1,特急・急行,▲,乗車券のみ有効,特快/急行,0.9
jreast36,2,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jreast36,3,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jreast36,4,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast36,5,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast36,6,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast36,7,ＢＲＴ,○,乗車可,BRT（公交快速运输）,0.9
jreast48,1,特急・急行,▲,乗車券のみ有効,特快/急行,0.9
jreast48,2,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast48,3,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast48,4,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast48,5,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
sendaimarugotowide,0,新幹線,－,対象外,新干线,0.9
sendaimarugotowide,1,特急・急行,▲,乗車券のみ有効,特快/急行,0.9
sendaimarugotowide,2,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
sendaimarugotowide,3,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
sendaimarugotowide,4,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
sendaimarugotowide,5,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
sendaimarugotowide,6,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
akitajukan02,0,急行もりよし号,○,乗車可,急行森吉号,0.9
akitajukan02,1,快速・普通,○,乗車可,快速/普通,0.9
akitajukan03,0,急行もりよし号,▲,乗車券のみ有効,急行森吉号,0.9
akitajukan03,1,快速・普通,○,乗車可,快速/普通,0.9
jreast17,0,東海道新幹線 / のぞみ,×,乗車不可,东海道新干线 / 希望号,0.95
jreast17,1,東北・上越新幹線,×,乗車不可,東北・上越新干线,0.9
jreast17,2,在来線特急・急行,×,乗車不可,既有线特快/急行,0.9
jreast17,3,快速・普通 / ひかり/こだま,▲,乗車券のみ有効,快速・普通 / 光速号/回声号,0.95
jreast17,4,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast17,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast17,6,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast17,7,東京モノレール,○,乗車可,東京モノレール,0.6
jreast17,8,りんかい線,×,乗車不可,临海线,0.9
jreast17,9,自由,×,乗車不可,自由席,0.9
tokyo01,0,東海道新幹線 / のぞみ,×,乗車不可,东海道新干线 / 希望号,0.95
tokyo01,1,東北新幹線 上越新幹線,▲,乗車券のみ有効,东北新干线 上越新干线,0.9
tokyo01,2,在来線 特急・急行,▲,乗車券のみ有効,既有线 特快/急行,0.9
tokyo01,3,快速・普通 / ひかり こだま,▲,乗車券のみ有効,快速・普通 / 光速号 回声号,0.95
tokyo01,4,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
tokyo01,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
tokyo01,6,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
tokyo01,7,東京モノレール,○,乗車可,東京モノレール,0.6
tokyo01,8,りんかい線,×,乗車不可,临海线,0.9
tokyo01,9,自由,×,乗車不可,自由席,0.9
jreast18,0,東海道新幹線 / のぞみ,－,対象外,东海道新干线 / 希望号,0.95
jreast18,1,東北・上越新幹線,－,対象外,東北・上越新干线,0.9
jreast18,2,在来線特急・急行,－,対象外,既有线特快/急行,0.9
jreast18,3,快速・普通 / ひかり/こだま,▲,乗車券のみ有効,快速・普通 / 光速号/回声号,0.95
jreast18,4,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast18,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast18,6,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast18,7,みなとみらい線,○,乗車可,港未来线,0.9
jreast18,8,自由,○,乗車可,自由席,0.9
jreast071,0,東海道新幹線 / のぞみ,－,対象外,东海道新干线 / 希望号,0.95
jreast071,1,東北・上越新幹線,－,対象外,東北・上越新干线,0.9
jreast071,2,在来線特急・急行,×,乗車不可,既有线特快/急行,0.9
jreast071,3,快速・普通 / ひかり/こだま,▲,乗車券のみ有効,快速・普通 / 光速号/回声号,0.95
jreast071,4,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast071,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast071,6,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast071,7,自由,○,乗車可,自由席,0.9
jreast10,0,東海道新幹線,×,乗車不可,东海道新干线,0.9
jreast10,1,東北・上越新幹線,▲,乗車券のみ有効,東北・上越新干线,0.9
jreast10,2,在来線特急・急行,▲,乗車券のみ有効,既有线特快/急行,0.9
jreast10,3,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast10,4,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast10,5,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast10,6,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast10,7,東京モノレール,○,乗車可,東京モノレール,0.6
jreast10,8,りんかい線,○,乗車可,临海线,0.9
jreast12,0,東海道新幹線,×,乗車不可,东海道新干线,0.9
jreast12,1,東北・上越新幹線,×,乗車不可,東北・上越新干线,0.9
jreast12,2,在来線特急・急行,▲,乗車券のみ有効,既有线特快/急行,0.9
jreast12,3,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast12,4,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast12,5,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast12,6,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast12,7,東京モノレール,○,乗車可,東京モノレール,0.6
jreast12,8,りんかい線,○,乗車可,临海线,0.9
jreast37,0,東海道新幹線 / のぞみ,×,乗車不可,东海道新干线 / 希望号,0.95
jreast37,1,東北・上越新幹線,×,乗車不可,東北・上越新干线,0.9
jreast37,2,在来線特急・急行,×,乗車不可,既有线特快/急行,0.9
jreast37,3,快速・普通 / ひかり/こだま,▲,乗車券のみ有効,快速・普通 / 光速号/回声号,0.95
jreast37,4,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast37,5,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast37,6,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast37,7,東京モノレール,○,乗車可,東京モノレール,0.6
jreast37,8,りんかい線,○,乗車可,临海线,0.9
jreast37,9,自由,×,乗車不可,自由席,0.9
jreast45,0,東海道新幹線,－,対象外,东海道新干线,0.9
jreast45,1,東北・上越新幹線,－,対象外,東北・上越新干线,0.9
jreast45,2,在来線特急・急行,▲,乗車券のみ有効,既有线特快/急行,0.9
jreast45,3,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast45,4,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast45,5,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast45,6,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast46,0,東海道新幹線,－,対象外,东海道新干线,0.9
jreast46,1,東北・上越新幹線,－,対象外,東北・上越新干线,0.9
jreast46,2,在来線特急・急行,▲,乗車券のみ有効,既有线特快/急行,0.9
jreast46,3,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast46,4,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast46,5,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast46,6,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast13,0,東海道新幹線,×,乗車不可,东海道新干线,0.9
jreast13,1,東北・上越新幹線,▲,乗車券のみ有効,東北・上越新干线,0.9
jreast13,2,在来線特急・急行,▲,乗車券のみ有効,既有线特快/急行,0.9
jreast13,3,快速・普通 / グリーン,▲,乗車券のみ有効,快速・普通 / 绿色车厢,0.95
jreast13,4,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jreast13,5,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jreast13,6,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jreast13,7,東京モノレール,○,乗車可,東京モノレール,0.6
jreast13,8,りんかい線,○,乗車可,临海线,0.9
isumi01,1,急行列車 / 指定,－,対象外,急行列車 / 指定席,0.95
isumi01,2,急行列車 / 自由,－,対象外,急行列車 / 自由席,0.95
isumi01,3,普通列車,○,乗車可,普通列车,0.9
isumi02,1,急行列車 / 指定,▲,乗車券のみ有効,急行列車 / 指定席,0.95
isumi02,2,急行列車 / 自由,○,乗車可,急行列車 / 自由席,0.95
isumi02,3,普通列車,○,乗車可,普通列车,0.9
isumi06,1,急行列車 / 指定,▲,乗車券のみ有効,急行列車 / 指定席,0.95
isumi06,2,急行列車 / 自由,○,乗車可,急行列車 / 自由席,0.95
isumi06,3,普通列車,○,乗車可,普通列车,0.9
jrtokai06,0,新幹線,×,乗車不可,新干线,0.9
jrtokai06,1,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai06,2,特急・急行 / グリーン,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrtokai06,3,特急・急行 / 普通車指定,▲,乗車券のみ有効,特急・急行 / 普通车厢指定席席,0.95
jrtokai06,4,特急・急行 / 普通車自由,▲,乗車券のみ有効,特急・急行 / 普通车厢自由席席,0.95
jrtokai06,5,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai06,6,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai06,7,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai06,8,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai06,9,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai07,0,新幹線,×,乗車不可,新干线,0.9
jrtokai07,1,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai07,2,特急・急行 / グリーン,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
jrtokai07,3,特急・急行 / 普通車指定,▲,乗車券のみ有効,特急・急行 / 普通车厢指定席席,0.95
jrtokai07,4,特急・急行 / 普通車自由,▲,乗車券のみ有効,特急・急行 / 普通车厢自由席席,0.95
jrtokai07,5,快速・普通 / グリーン指定,▲,乗車券のみ有効,快速・普通 / 绿色指定席席,0.95
jrtokai07,6,快速・普通 / グリーン自由,▲,乗車券のみ有効,快速・普通 / 绿色自由席席,0.95
jrtokai07,7,快速・普通 / ライナー,▲,乗車券のみ有効,快速・普通 / 快车(Liner),0.95
jrtokai07,8,快速・普通 / 指定,▲,乗車券のみ有効,快速・普通 / 指定席,0.95
jrtokai07,9,快速・普通 / 自由,○,乗車可,快速・普通 / 自由席,0.95
jrtokai87,0,新幹線 / のぞみ,×,乗車不可,新幹線 / 希望号,0.95
jrtokai87,1,新幹線 / ひかり・こだま,×,乗車不可,新幹線 / 光速号/回声号,0.95
jrtokai87,2,"特急・急行 / A,B寝台",×,乗車不可,"特急・急行 / A,B卧铺",0.95
jrtokai87,3,特急・急行 / グリーン,▲,乗車券のみ有効,特急・急行 / 绿色车厢,0.95
