ticket_id,seq,restriction_ja
nankai102,1,QRコード専用改札を設置している駅のみ利用可
nankai104,1,QRコード専用改札を設置している駅のみ利用可
nankai99,1,謎解きキット１式(小人は、フリーきっぷのみ)
nankai99,2,小人券は単品購入不可。大人用1部につき、2枚まで同時購入可能
nankai99,3,「特急座席指定車」乗車時は、別途、特急券・座席指定券が必要。
nankai105,1,QRコード専用改札を設置している駅のみ利用可
nankai106,1,「特急座席指定車」乗車時は、別途、特急券・座席指定券が必要。
nankai92,1,「特急座席指定車」乗車時は、別途、特急券・座席指定券が必要。
nankai92,2,小人券は、大人券と同時購入の場合に発売。大人券1枚に付き2枚まで購入可能。
nankai91,1,「特急座席指定車」乗車時は、別途、特急券・座席指定券が必要。
mizuma03,1,昼間時間帯(10時台〜16時台迄《昼間割引対象列車のみ》)
kobecity83,1,兵庫津ミュージアム観覧券付き
kobecity84,1,申請書を記入の上、本人確認ができるもの（資格確認書、学生証、のびのびパスポート等）をご持参のうえ、申込箇所へお越しください
kobecity92,1,持参人一名有効
jrwest301,1,往路・復路共に各1回利用可
jrwest301,2,スーパージェット・フェリーいずれも利用可
jrwest301,3,広島港〜呉港間を乗船の場合は現地で差額(現金のみ)の支払いが必要
jrwest140,1,「呉海自カレー」引換券付き
jrwest57,1,東城〜下帝釈間は運行日のみ
jrwest130,1,新山口〜山口宇部空港間の空港連絡バスは乗車不可
tizukyu11,1,特急は乗車不可
itibata02,1,65歳以上のみ利用可(公的証明書要)
itibata06,1,"高速バス,臨時バス,米子・出雲両空港への連絡バスには乗車不可。"
okaden94,1,ハレカカードが必要
okaden94,2,購入時には、身分証の提示が必要
ibara12,1,総社－清音間のＪＲ電車には乗車できない。
ibara91,1,総社－清音間のＪＲ電車には乗車できない。
hiroden02,1,宮島口－宮島間の航路は宮島松大観光船のみ利用可能
hiroshima01,1,【対象外バス路線】 
hiroshima01,2,"高速バス,広島空港リムジンバス,深夜バス,コミュニティバス,イベント輸送バス,定期観光バス"
hiroshima02,1,宮島を訪問する場合、宮島訪問税（100円）の支払いが必要
hiroshima02,2,"【対象外バス路線】 高速バス,広島空港リムジンバス,深夜バス,コミュニティバス,イベント輸送バス,定期観光バス"
hiroshima08,1,"【対象外バス路線】 高速バス,広島空港リムジンバス,深夜バス,コミュニティバス,イベント輸送バス,定期観光バス"
hiroshima08,2,宮島訪問税は含まれていない。
nishikigawa01,1,岩国－川西間は乗車不可。
jrsikoku06,1,誕生月に利用可能。
jrsikoku06,2,購入時に誕生日が証明できる身分証明書が必要。
jrsikoku06,3,同行者は３名迄利用可能。「ご本人様用」の利用者と同一行程の利用に限る。
jrsikoku87,1,DMVは座席の事前予約はできない。
jrsikoku87,2,DMVの土日祝日運行の室戸便は利用できない。
jrsikoku81,1,購入時に満25歳以下で、生年月日を確認できる公的証明書(学生証等)が必要。
jrsikoku81,2,乗車時は年齢を確認できる公的証明書を携帯のこと。
jrsikoku66,1,大人用はこども用と全行程同一で旅行する場合に限り有効
iyotetu21,1,「坊ちゃん列車」は乗車不可。
iyotetu22,1,「坊ちゃん列車」は乗車不可。
tosaden91,1,"高速バス,ＭＹ遊バス,臨時バス,イベントバスの利用不可"
tosakuro81,1,特急列車は利用不可
tosakuro96,1,接続するJR四国のきっぷ(窪川〜後免間)を同時購入するか、事前にJR四国の周遊きっぷ、フリーきっぷ等を提示した場合のみ発売
tosakuro96,2,土佐くろしお鉄道の特急乗車可
jrkyusyu01,1,各社局の普通列車及び快速列車に乗車可。
jrkyusyu01,2,九州新幹線は乗車不可。
jrkyusyu01,3,ＪＲ九州の普通車指定席は、別途指定券を購入すれば乗車可。
jrkyusyu01,4,西日本鉄道は、特急、急行も乗車可。
jrkyusyu01,5,西日本鉄道は、12/31利用不可。
jrkyusyu01,6,南阿蘇鉄道の「トロッコ列車」は乗車不可。
jrkyusyu01,7,肥薩線タクシー輸送(八代〜人吉)は乗車不可。
jrkyusyu08,1,特急自由席利用可(九州新幹線を除く)
minamiaso11,1,特急列車、トロッコ列車乗車の場合、別途料金が必要
minamiaso12,1,特急列車、トロッコ列車乗車の場合、別途料金が必要
jrkyusyu801,1,「ハロー！自由時間クラブ」会員限定(利用時は身分証明書の携帯必要)
jrkyusyu801,2,特急指定席利用可（6回まで)
jrkyusyu791,1,「ハロー！自由時間クラブ」会員限定(利用時は身分証明書の携帯必要)
jrkyusyu791,2,特急指定席利用可（6回まで)
jrkyusyu124,1,JQ CARD決済限定
jrkyusyu123,1,JQ CARD決済限定
jrkyusyu111,1,きっぷを着用もしくは手持ちの上有人改札口から乗降
jrkyusyu121,1,各社局の普通列車及び快速列車に乗車可。
jrkyusyu121,2,九州新幹線は乗車不可。
jrkyusyu121,3,ＪＲ九州の普通車指定席は、別途指定券を購入すれば乗車可。
jrkyusyu121,4,西日本鉄道は、特急、急行も乗車可。
jrkyusyu121,5,南阿蘇鉄道の「トロッコ列車」は乗車不可。
jrkyusyu121,6,肥薩線タクシー輸送(八代〜人吉)は乗車不可。
jrkyusyu122,1,タッチ決済対応のクレジットカード要
jrkyusyu130,1,J小人用は大人用と同時購入、同一行程の利用のみ可
jrkyusyu128,1,J小人用は大人用と同時購入、同一行程の利用のみ可
jrkyusyu132,1,乗車日の前日までの発売
jrkyusyu133,1,乗車日の前日までの発売
nishitetu81,1,"高速バス,特急バス,コミュニティバスは乗車不可。"
nishitetu84,1,"高速バス,特急バス,コミュニティバスは乗車不可。"
chikuchiku91,1,土日祝日および年末年始(12月30日〜1月3日)はきっぷ一枚で小人1名無料で乗車可
fukuoka15,1,大人2名と小人(人数制限なし)が同時に利用
fukuoka16,1,大人1名と小人1名が同時に利用
fukuoka94,1,小学生限定
matuura03,1,"松浦鉄道シルバークラブ(入会金1,000円,更新料500円、満65歳以上の男女)への入会が必須。"
matuura82,1,祝日は利用不可
nagasaki91,1,小学生は健康保険証など公的証明書が必要
nagasaki91,2,中学生は在学を証明するもの（生徒手帳など）が必要
nagasaki91,3,ｎｉｍｏｃａが必要
simabara07,1,"島鉄高速バス,高速船を除く"
simabara12,1,島鉄高速バスを除く
kumamoto91,1,小学生及び未就学児のみ
kumamoto91,2,申込書必要
kumamoto91,3,顔写真、年齢を証明する公的証明書が必要
kumamoto91,4,"高速バス,特急バス,快速バス,九州横断バス,空港リムジンバス,阿蘇山上線及びその他各社が指定したバス・電車は利用できない"
minamiaso01,1,トロッコ列車乗車の場合、別途一乗車800円が必要
minamiaso03,1,"トロッコ列車,ワンピースサニー号は別途座席指定料金が必要"
kumagawa11,1,日曜・祝日は代行バス運休
kumagawa93,1,日曜・祝日は代行バス運休につき使用できない。
orange06,1,観光列車「おれんじ食堂」や急行列車、特別急行列車への乗車不可。
orange03,1,当日有効の「青春１８きっぷ」提示の場合に発売
orange03,2,"観光列車「おれんじ食堂」,特別急行列車(特急36ぷらす3,ななつ星in九州等)は乗車不可"
kagosima01,1,民営バスは利用不可
kagosima04,1,民営バスは利用不可
kagosima05,1,民営バスは利用不可
kagosima81,1,バスは利用不可
kagosima02,1,"購入時に身分証明書,顔写真が必要"
kagosima02,2,定期観光バスは乗車できません。
