ticket_id,ticket_name_ja,ticket_name_zh,name_cov,restriction_cov,operator_conf,flag_name,flag_restriction
odakyu11,丹沢・大山フリーパス,丹沢・大山免费乘车通票,1.0,1.0,1.0,False,False
keio02,京王線・井の頭線一日乗車券,京王线・井之头线一日乘车券,1.0,1.0,1.0,False,False
keio01,京王アミューズメントパスポート,京王游艺旅游游护照通票,1.0,1.0,1.0,False,False
keio03,いのかしら おでかけきっぷ,井之头 出行车票,1.0,1.0,1.0,False,False
keio103,「京王電鉄×PERSONA30th ANNIVERSARY 京王線・井の頭線一日乗車券,「京王電鉄×PERSONA30th ANNIVERSARY 京王线・井之头线一日乘车券,1.0,1.0,1.0,False,False
keio105,『銀魂』春のぶらり旅〜どうせ暇だろ、コノヤロー。〜×京王電鉄 京王線・井の頭線一日乗車券,『银魂』春の闲逛之旅游〜反正有空だろ、你这家伙。〜×京王電鉄 京王线・井之头线一日乘车券,0.932,1.0,1.0,False,False
keio107,銀河特急 ミルキー☆サブウェイ×京王電鉄 京王線・井の頭線一日乗車券,银河特急 Milky☆Subway×京王電鉄 京王线・井之头线一日乘车券,1.0,1.0,1.0,False,False
yurikamome03,ゆりかもめ24時間券,百合鸥24小时券,1.0,1.0,1.0,False,False
yurikamome11,【ゆりかもめEnjoy Pass】ゆりかもめ一日乗車券,【百合鸥Enjoy Pass】百合鸥一日乘车券,1.0,1.0,1.0,False,False
yurikamome12,【ゆりかもめEnjoy Pass】ゆりかもめ24時間券,【百合鸥Enjoy Pass】百合鸥24小时券,1.0,1.0,1.0,False,False
yurikamome13,【ゆりかもめEnjoy Pass】ゆりかもめ一日乗車券＋Tokyo Subway Ticket（24時間券）,【百合鸥Enjoy Pass】百合鸥一日乘车券+Tokyo Subway Ticket(24小时券),1.0,1.0,1.0,False,False
yurikamome95,コミックマーケット版【ゆりかもめEnjoy Pass】ゆりかもめ一日乗車券,Comic Market版【百合鸥Enjoy Pass】百合鸥一日乘车券,1.0,1.0,1.0,False,False
rinkai01,りんかい線１日乗車券,临海线1日乘车券,1.0,1.0,0.9,False,False
rinkai91,コミックマーケット108 記念1日乗車券,Comic Market108 記念1日乘车券,1.0,1.0,0.9,False,False
rinkai92,ジブリの立体造型物展 1日乗車券,吉卜力の立体造型物展 1日乘车券,0.938,1.0,0.9,False,False
monorail01,東京モノレール沿線お散歩1dayパス,东京单轨电车沿線お散步1day通票,0.941,1.0,1.0,False,False
tama01,一日乗車券,一日乘车券,1.0,1.0,0.9,False,False
tama02,多摩モノレールセット券,多摩单轨电车套装券,1.0,0.706,0.9,False,False
tama92,たまモノこどもワンデーパス,玉物儿童一日通票,1.0,1.0,0.9,False,False
yokohama11,地下鉄１日乗車券,地铁1日乘车券,1.0,1.0,1.0,False,False
yokohama12,バス・地下鉄１日乗車券,巴士・地铁1日乘车券,1.0,1.0,1.0,False,False
yokohama06,みなとぶらりチケット,みなと闲逛票,0.5,1.0,1.0,True,False
yokohama07,みなとぶらりチケットワイド,みなと闲逛票广域,0.625,1.0,1.0,True,False
yokohama92,横浜春節祭2026デザインみなとぶらりチケット,横滨春節祭2026デザインみなと闲逛票,0.632,1.0,1.0,True,False
yokohama105,横浜マラソン2025特別デザインみなとぶらりチケットワイド,横滨马拉松2025特別デザインみなと闲逛票广域,0.696,1.0,1.0,True,False
sotetsu01,相鉄・鉄道全線１日乗車券,相铁・鉄道全线1日乘车券,1.0,1.0,1.0,False,False
sotetsu81,相鉄 夏のワンデーパス(鉄道・バス全線),相铁 夏の一日通票(鉄道・巴士全线),0.944,1.0,1.0,False,False
mm01,みなとみらい線一日乗車券,港未来線一日乘车券,1.0,1.0,0.9,False,False
seaside01,全線１日乗車券,全线1日乘车券,1.0,1.0,0.5,False,False
seaside94,夏のお出かけこども１日乗車券,夏の出行儿童1日乘车券,0.909,1.0,0.5,False,False
syonan01,湘南モノレール一日フリーきっぷ,湘南单轨电车一日免费乘车通票,1.0,1.0,0.9,False,False
syonan02,モノレールdeえのすい,单轨电车deえのすい,0.6,1.0,0.9,True,False
enoden01,江ノ電１日乗車券(のりおりくん),江ノ電1日乘车券(のりおりくん),0.562,1.0,0.9,True,False
enoden03,江ノ電１日乗車券(のりおりくん)＆新江ノ島水族館セット,江ノ電1日乘车券(のりおりくん)&新江ノ島水族館套装,0.692,0.375,0.9,True,True
kamakura,鎌倉フリー環境手形,镰仓免费環境手形,1.0,1.0,0.9,False,False
enoden82,ジモ得平日きっぷ,ジモ划算平日车票,0.75,0.8,0.9,True,False
hakone01,箱根フリーパス,箱根免费乘车通票,1.0,1.0,0.5,False,False
hakone14,箱根フリーパス「はこチケ」プラス,箱根免费乘车通票「はこチケ」プラス,0.588,1.0,0.5,True,False
hakone15,箱根のりものパス Lite,箱根のりもの通票 Lite,0.692,0.832,0.5,True,False
hakone11,大涌谷きっぷ,大涌谷车票,1.0,1.0,0.5,False,False
hakone13,のんびりきっぷ,悠闲车票,1.0,1.0,0.5,False,False
daiyuzan01,金太郎きっぷ,金太郎车票,1.0,1.0,0.9,False,False
daiyuzan91,コロプラ☆大雄山線一日フリーきっぷ,COLOPL☆大雄山線一日免费乘车通票,1.0,1.0,0.9,False,False
jrtokai06,富士山満喫きっぷ(静岡中部),富士山満喫车票(静冈中部),1.0,0.72,1.0,False,False
jrtokai07,富士山満喫きっぷ(静岡東部),富士山満喫车票(静冈東部),1.0,0.72,1.0,False,False
jrtokai87,名古屋おでかけきっぷ,名古屋出行车票,1.0,0.691,1.0,False,False
jrtokai83,ふじのくに家康公きっぷ【東部エリア】,富士之国家康公车票【東部区域】,1.0,0.707,1.0,False,False
jrtokai84,ふじのくに家康公きっぷ【中部エリア】,富士之国家康公车票【中部区域】,1.0,0.707,1.0,False,False
jrtokai85,ふじのくに家康公きっぷ【西部エリア】,富士之国家康公车票【西部区域】,1.0,0.657,1.0,False,False
jrtokai01,青空フリーパス,青空免费乘车通票,1.0,0.801,1.0,False,False
jrtokai03,休日乗り放題きっぷ,假日无限乘坐车票,1.0,0.693,1.0,False,False
jrtokai08,ＪＲ東海＆17 私鉄 乗り鉄☆たびきっぷ,JR东海&17 私鉄 乗り鉄☆旅游行车票,0.95,0.691,1.0,False,False
jrtokai09,立山黒部アルペンフリーきっぷ,立山黑部アルペン免费乘车通票,0.714,0.725,1.0,True,False
jrtokai89,ＪＲ東海☆春の乗り放題きっぷ,JR东海☆春の无限乘坐车票,0.923,0.768,1.0,False,False
jrtokai88,ＪＲ東海☆冬の乗り放題きっぷ,JR东海☆冬の无限乘坐车票,0.923,0.768,1.0,False,False
izukyu51,伊豆満喫フリーきっぷ,伊豆満喫免费乘车通票,1.0,0.812,0.5,False,False
izukyu52,河津桜パーク＆トレインフリーきっぷ,河津桜パーク&トレイン免费乘车通票,0.647,0.916,0.5,True,False
izukyu53,金目きっぷ,金目车票,1.0,1.0,0.5,False,False
izukyu54,温泉むすめ×金目きっぷ,温泉むすめ×金目车票,0.7,0.833,0.5,True,False
izukyu101,伊東・熱川フリーパス,伊東・熱川免费乘车通票,1.0,1.0,0.5,False,False
sunzu01,駿豆線一日乗り放題乗車券・旅助け,駿豆線一日无限乘坐乘车券・旅游助け,0.941,1.0,0.9,False,False
sunzu91,コロプラ☆駿豆線一日フリーきっぷ,COLOPL☆駿豆線一日免费乘车通票,1.0,1.0,0.9,False,False
sunzu85,駿豆線１日乗り放題乗車券 Aqours旅助け,駿豆線1日无限乘坐乘车券 Aqours旅游助け,0.957,1.0,0.9,False,False
fujikyu91,富士急特急フリーきっぷ,富士急特急免费乘车通票,1.0,0.76,0.9,False,False
fujikyu11,富士山・富士五湖パスポート(富士急電車セット),富士山・富士五湖旅游游护照通票(富士急電車套装),1.0,0.562,0.9,False,True
fujikyu12,富士山・富士五湖パスポート,富士山・富士五湖旅游游护照通票,1.0,0.562,0.9,False,True
fujikyu13,富士吉田お出かけフリーきっぷ,富士吉田出行免费乘车通票,1.0,1.0,0.9,False,False
fujikyu14,富士山まるごときっぷ,富士山全域车票,1.0,1.0,0.9,False,False
fujikyu71,富士急行線夏休み子ども1日フリーきっぷ,富士急行線夏休み子ども1日免费乘车通票,0.842,1.0,0.9,True,False
gakunan11,１日フリー乗車券,1日免费乘车券,1.0,1.0,0.9,False,False
gakunan02,春・夏・冬休みこどもフリーパス,春・夏・寒假儿童免费乘车通票,1.0,1.0,0.9,False,False
gakunan93,干支一日フリー乗車券,干支一日免费乘车券,1.0,1.0,0.9,False,False
gakunan100,岳鉄ダルマ 全線一日フリー乗車券,岳鉄ダルマ 全线一日免费乘车券,0.8,1.0,0.9,True,False
gakunan101,幸運の末広がり8並び入場券＆全線1日フリー乗車券,幸運の末広がり8並び入场券&全线1日免费乘车券,0.826,1.0,0.9,True,False
shizutetsu01,静鉄電車ワンデーパス,静鉄電車一日通票,1.0,1.0,0.9,False,False
shizutetsu11,電車・バス１日フリー乗車券,電車・巴士1日免费乘车券,1.0,1.0,0.9,False,False
shizutetsu95,バンダイホビーセンター新工場開業記念１日フリー乗車券,バンダイホビーセンター新工場開業記念1日免费乘车券,0.64,1.0,0.9,True,False
shizutetsu93,春休み静鉄電車ワンデーパス,春休み静鉄電車一日通票,0.909,1.0,0.9,False,False
shizutetsu92,夏休み静鉄電車ワンデーパス,夏休み静鉄電車一日通票,0.909,1.0,0.9,False,False
shizutetsu91,冬休み静鉄電車ワンデーパス,寒假静鉄電車一日通票,1.0,1.0,0.9,False,False
oigawa96,大井川本線フリーきっぷ,大井川本線免费乘车通票,1.0,0.824,0.9,False,False
oigawa16,開運たぬきっぷ,開運たぬ车票,0.667,1.0,0.9,True,False
tenhama02,１日フリーきっぷ,1日免费乘车通票,1.0,1.0,0.9,False,False
tenhama03,みかんきっぷ,みかん车票,0.4,1.0,0.9,True,False
tenhama04,茶畑きっぷ,茶畑车票,1.0,1.0,0.9,False,False
tenhama11,遠鉄電車・天浜線共通1日フリーきっぷ(西ルート),遠鉄電車・天浜線通用1日免费乘车通票(西路线),1.0,1.0,0.9,False,False
tenhama12,遠鉄電車・天浜線共通1日フリーきっぷ(東ルート),遠鉄電車・天浜線通用1日免费乘车通票(東路线),1.0,1.0,0.9,False,False
entetu71,浜松まるっとパス,滨松まるっと通票,0.5,1.0,0.9,True,False
entetu72,浜松・浜名湖まるっとパス,滨松・浜名湖まるっと通票,0.667,1.0,0.9,True,False
tenhama81,天浜線「絵馬きっぷ2026」,天浜線「絵馬车票2026」,1.0,1.0,0.9,False,False
tenhama101,『初音ミク』×『音街ウナ』コラボ企画きっぷ,『初音ミク』×『音街ウナ』联名企画车票,0.789,1.0,0.9,True,False
entetu02,あかでん1 日フリーきっぷ,あかでん1 日免费乘车通票,0.692,1.0,0.9,True,False
entetu01,遠鉄ぶらりきっぷ,遠鉄闲逛车票,1.0,0.875,0.9,False,False
toyotetu01,渥美線１日フリー乗車券,渥美線1日免费乘车券,1.0,1.0,0.9,False,False
toyotetu02,1DAY FREE PASS,1DAY FREE PASS,1.0,1.0,0.9,False,False
toyotetu03,いこまい豊橋 電車・バス1日フリー乗車券,いこまい豊橋 電車・巴士1日免费乘车券,0.789,1.0,0.9,True,False
toyotetu04,渥美半島サイクルきっぷ,渥美半島サイクル车票,0.6,1.0,0.9,True,False
toyotetu05,伊良湖１ＤＡＹフリーきっぷ,伊良湖1DAY免费乘车通票,1.0,1.0,0.9,False,False
toyotetu06,伊良湖２ＤＡＹフリーきっぷ,伊良湖2DAY免费乘车通票,1.0,1.0,0.9,False,False
toyotetu92,乗り物コロカ付き渥美線1dayフリーきっぷ,乗り物コロカ付き渥美線1day免费乘车通票,0.762,1.0,0.9,True,False
toyotetu94,豊鉄フェスタ1日フリー乗車券,豊鉄庆典1日免费乘车券,1.0,1.0,0.9,False,False
nagoya01,地下鉄全線24時間券,地铁全线24小时券,1.0,1.0,1.0,False,False
nagoya12,バス・地下鉄全線一日乗車券,巴士・地铁全线一日乘车券,1.0,1.0,1.0,False,False
nagoya02,ドニチエコきっぷ,DONICHIKA环保车票,1.0,1.0,1.0,False,False
nagoya98,名古屋まつり記念ドニチエコきっぷ,名古屋祭典記念DONICHIKA环保车票,1.0,1.0,1.0,False,False
nagoya89,名古屋ウィメンズマラソン2026 記念ドニチエコきっぷ,名古屋ウィメンズ马拉松2026 記念DONICHIKA环保车票,0.839,1.0,1.0,True,False
nagoya90,名古屋グランパスコラボ バス・地下鉄全線一日乗車券,名古屋グラン通票联名 巴士・地铁全线一日乘车券,0.87,1.0,1.0,False,False
nagoya87,中日ドラゴンズコラボ2026バス・地下鉄全線一日乗車券,中日ドラゴンズ联名2026巴士・地铁全线一日乘车券,0.8,1.0,1.0,True,False
nagoya88,「第28回にっぽんど真ん中祭り」記念ドニチエコきっぷ,「第28回にっぽんど真ん中祭り」記念DONICHIKA环保车票,0.774,1.0,1.0,True,False
nagoya96,世界コスプレサミット2024記念ドニチエコきっぷ,世界コスプレサミット2024記念DONICHIKA环保车票,0.724,1.0,1.0,True,False
nagoya103,ぴよりんと市バスでぷち旅,ぴよりんと市巴士でぷち旅游,0.385,1.0,1.0,True,False
nagoya104,アジア競技大会開催記念バス・地下鉄全線一日乗車券,アジア競技大会举办纪念巴士・地铁全线一日乘车券,0.87,1.0,1.0,False,False
nagoya105,アジアパラ競技大会開催記念バス・地下鉄全線一日乗車券,アジアパラ競技大会举办纪念巴士・地铁全线一日乘车券,0.8,1.0,1.0,True,False
nagoya93,ゴールデンウィーク特割ドニチエコきっぷ,黄金周特割DONICHIKA环保车票,1.0,1.0,1.0,False,False
nagoya91,1DAYお子サマーパス2026,1DAYお子サマー通票2026,0.8,1.0,1.0,True,False
nagoya92,年末年始特割ドニチエコきっぷ,年末年始特割DONICHIKA环保车票,1.0,0.79,1.0,False,False
meitetu01,名鉄電車全線2DAYフリーきっぷ,名铁電車全线2DAY免费乘车通票,1.0,0.467,1.0,False,True
meitetu11,名鉄電車全線1DAYフリーきっぷ,名铁電車全线1DAY免费乘车通票,1.0,0.467,1.0,False,True
meitetu12,みたけ・可児散策きっぷ,みたけ・可児散策车票,0.7,1.0,1.0,True,False
meitetu101,中日ドラゴンズ コラボフリーきっぷ,中日ドラゴンズ 联名免费乘车通票,0.688,1.0,1.0,True,False
meitetu94,謎解きゲーム1DAYフリーきっぷ,謎解游戏1DAY免费乘车通票,1.0,0.467,1.0,False,True
meitetu100,県民の日 電車バス乗り放題きっぷ,県民の日 電車巴士无限乘坐车票,0.933,0.8,1.0,False,False
333,3・3・SUNデジタルフリーきっぷ,3・3・SUN电子免费乘车通票,1.0,0.686,1.0,False,False
meitetu95,迎春1DAYフリーきっぷ,迎春1DAY免费乘车通票,1.0,0.654,1.0,False,False
kintetu03,近鉄週末フリーパス,近铁週末免费乘车通票,1.0,0.728,1.0,False,False
kintetu71,近鉄全線２日間フリーきっぷ,近铁全线2日間免费乘车通票,1.0,0.728,1.0,False,False
kintetu63,リアル桃鉄でガチ沿線めぐり 東武 vs 近鉄 新幹線で東西制覇！(名古屋・津編)フリーきっぷ,真实桃铁认真沿線巡游 东武 vs 近铁 新幹線で東西制覇!(名古屋・津編)免费乘车通票,0.977,0.867,1.0,False,False
kintetu73,リアル謎解きゲーム オリジナルデザイン1日乗車券,真实謎解游戏 原创デザイン1日乘车券,0.778,0.754,1.0,True,False
linimo01,1DAYフリーきっぷ,1DAY免费乘车通票,1.0,1.0,0.5,False,False
aikan81,休日のりのり愛環１dayパス,假日のりのり愛環1day通票,0.714,1.0,0.9,True,False
aikan96,魔女の谷開園記念 1日フリー乗車券,魔女の谷開園記念 1日免费乘车券,0.938,1.0,0.9,False,False
guideway91,モバイルホリデー１日乗車券,モバイル假日1日乘车券,0.636,1.0,0.9,True,False
guideway92,グッズ付きホリデー１日乗車券,グッズ付き假日1日乘车券,0.667,0.587,0.9,True,True
aonami91,あおなみ線一日乗車券,あおなみ線一日乘车券,0.6,1.0,0.9,True,False
akechi03,あけてつ全線フリー切符,あけてつ全线免费车票,0.6,1.0,0.9,True,False
akechi99,明知鉄道うちわ切符,明知鉄道うちわ车票,0.667,1.0,0.9,True,False
akechi91,くり切符,くり车票,0.5,1.0,0.9,True,False
akechi87,「VIVANT」オリジナルフリー切符,「VIVANT」原创免费车票,1.0,1.0,0.9,False,False
nagaragawa01,１日フリーきっぷ,1日免费乘车通票,1.0,1.0,0.9,False,False
nagaragawa91,１日フリーきっぷ＆駅スタンプ帳,1日免费乘车通票&駅スタンプ帳,0.733,1.0,0.9,True,False
nagaragawa92,中高生1日フリー切符,中高生1日免费车票,1.0,1.0,0.9,False,False
nagaragawa81,関鍛冶伝承館企画展記念フリー切符,関鍛冶伝承館企画展記念免费车票,1.0,1.0,0.9,False,False
nagaragawa86,越美南線全線開通90周年記念1日フリーきっぷ,越美南線全线開通90周年記念1日免费乘车通票,1.0,1.0,0.9,False,False
yoro11,養老線フリーきっぷ,養老線免费乘车通票,1.0,1.0,0.9,False,False
yoro91,養老鉄道まつり記念1日フリーきっぷ,養老鉄道祭典記念1日免费乘车通票,1.0,1.0,0.9,False,False
yoro95,シナモロール1日フリー切符,シナモロール1日免费车票,0.583,1.0,0.9,True,False
tarumi02,１日フリー乗車券,1日免费乘车券,1.0,1.0,0.9,False,False
asunarou01,１dayフリーきっぷ,1day免费乘车通票,1.0,1.0,0.9,False,False
sangi11,三岐線一日乗車券,三岐線一日乘车券,1.0,1.0,0.9,False,False
sangi12,北勢線一日乗車券,北勢線一日乘车券,1.0,0.609,0.9,False,False
sangi92,103編成さようなら記念 三岐線一日乗車券,103編成さようなら記念 三岐線一日乘车券,0.762,1.0,0.9,True,False
ise91,夏ノリノリいせてつきっぷ,夏ノリノリいせてつ车票,0.273,1.0,0.9,True,False
ise92,どっちノリノリいせてつきっぷ,どっちノリノリいせてつ车票,0.154,1.0,0.9,True,False
ise94,Ｆ ワンダーいせてつきっぷ,F ワンダーいせてつ车票,0.417,1.0,0.9,True,False
ise93,新春ノリノリいせてつきっぷ,新春ノリノリいせてつ车票,0.333,1.0,0.9,True,False
jreast66,信州ワンデーパス,信州一日通票,1.0,1.0,1.0,False,False
jreast58,えちごワンデーパス,えちご一日通票,0.571,1.0,1.0,True,False
jreast60,えちごツーデーパス,えちご二日通票,0.571,1.0,1.0,True,False
jrwest41,北陸おでかけtabiwaパス,北陆出行tabiwa通票,1.0,0.755,1.0,False,False
jrwest46,金沢能登tabiwaパス,金泽能登tabiwa通票,1.0,0.755,1.0,False,False
jrwest40,小浜線tabiwaパス,小浜線tabiwa通票,1.0,0.755,1.0,False,False
jrwest42,越前tabiwaパス,越前tabiwa通票,1.0,0.755,1.0,False,False
jrwest39,とやま周遊２dayパス,とやま周游2day通票,0.727,0.755,1.0,True,False
jrwest44,WESTERポイント 北陸新幹線フリーパス（全ポイント）,WESTER积分 北陆新幹線免费乘车通票(全积分),1.0,0.688,1.0,False,False
jrwest45,WESTERポイント 北陸新幹線フリーパス（一部ポイント）,WESTER积分 北陆新幹線免费乘车通票(一部积分),1.0,0.688,1.0,False,False
hokuhoku01,ほくほくワンデーパス,ほくほく一日通票,0.5,1.0,0.5,True,False
hokuhoku92,ほくほく線 周学ミステリーパス,ほくほく線 周学ミステリー通票,0.467,1.0,0.5,True,False
echigo03,トキ鉄ツアーパス,トキ鉄旅游游通票,0.75,0.588,0.9,True,True
echigo93,トキ鉄18きっぷ,トキ鉄18车票,0.714,0.596,0.9,True,True
echigo98,信越マリンビーチ＆マウンテンパス,信越マリンビーチ&マウンテン通票,0.375,1.0,0.9,True,False
echigo02,じもパス,じも通票,0.5,0.701,0.9,True,False
echigo91,開業10周年記念 トキ鉄フリーきっぷ,開業10周年記念 トキ鉄免费乘车通票,0.889,0.762,0.9,False,False
ueda02,1日まるまるフリーきっぷ,1日まるまる免费乘车通票,0.667,1.0,0.9,True,False
sinano32,軽井沢・別所温泉フリーきっぷ,轻井泽・別所温泉免费乘车通票,1.0,1.0,0.9,False,False
ueda04,別所線・信州上田レイライン線電車・バスフリーきっぷ,別所線・信州上田レイライン線電車・巴士免费乘车通票,0.8,1.0,0.9,True,False
ueda102,令和八年八月八日 八ならび 八木沢まい お誕生日フリーきっぷ,令和八年八月八日 八ならび 八木沢まい お誕生日免费乘车通票,0.8,1.0,0.9,True,False
sinano33,軽井沢フリーパス,轻井泽免费乘车通票,1.0,1.0,0.9,False,False
sinano11,北しなの線フリーきっぷ,北しなの線免费乘车通票,0.727,1.0,0.9,True,False
sinano30,しなの鉄道線フリーきっぷ,しなの鉄道線免费乘车通票,0.75,1.0,0.9,True,False
nagaden01,長電フリー乗車券,長電免费乘车券,1.0,1.0,0.9,False,False
nagaden06,SNOW MONKEY PASS,SNOW MONKEY PASS,1.0,1.0,0.9,False,False
nagaden05,ながでん鉄道・バス2DAYフリーきっぷ,ながでん鉄道・巴士2DAY免费乘车通票,0.789,1.0,0.9,True,False
nagaden07,ホリデーフリーチケット,假日免费票,1.0,0.804,0.9,False,False
matuden01,上高地線電車わくわく一日フリー乗車券,上高地線電車兴奋一日免费乘车券,1.0,1.0,0.5,False,False
matuden91,新島々駅鉄道神社例大祭記念 上高地線電車わくわく一日フリー乗車券,新島々駅鉄道神社例大祭記念 上高地線電車兴奋一日免费乘车券,1.0,1.0,0.5,False,False
matuden92,上高地線ふるさと鉄道まつりWebフリー乗車券,上高地線ふるさと鉄道祭典Web免费乘车券,0.8,1.0,0.5,True,False
matuden94,上高地線 謎解きイベント専用きっぷ,上高地線 謎解き活动专用车票,0.929,0.478,0.5,False,True
titetu01,鉄道線・市内電車２日フリーきっぷ,鉄道線・市内電車2日免费乘车通票,1.0,0.789,0.9,False,False
titetu05,鉄道線・市内電車１日フリーきっぷ,鉄道線・市内電車1日免费乘车通票,1.0,0.789,0.9,False,False
titetu02,市内電車・バス１日ふりーきっぷ,市内電車・巴士1日ふりー车票,0.857,1.0,0.9,False,False
titetu09,ぐるっとグルメぐりクーポン,环绕美食ぐり优惠券,0.778,1.0,0.9,True,False
titetu06,岩瀬おさんぽフリーチケット,岩瀬おさんぽ免费票,0.556,1.0,0.9,True,False
titetu07,富山市内まちなかおでかけチケット,富山市内まちなか出行票,0.636,1.0,0.9,True,False
titetu08,富山空港まちなかフリーチケット,富山空港まちなか免费票,0.636,1.0,0.9,True,False
titetu93,宇奈月満喫きっぷ(全線版),宇奈月満喫车票(全线版),1.0,1.0,0.9,False,False
titetu94,宇奈月満喫きっぷ(魚津・黒部版),宇奈月満喫车票(魚津・黑部版),1.0,0.692,0.9,False,False
titetu99,サマーワンコインきっぷ,サマー一枚硬币价车票,0.8,0.824,0.9,True,False
titetu92,くろワンきっぷ,くろワン车票,0.333,0.605,0.9,True,False
titetu90,プチパス,プチ通票,0.5,0.534,0.9,True,True
titetu91,年末年始ふりーきっぷ,年末年始ふりー车票,0.778,0.929,0.9,True,False
kurobekyokoku01,乗り放題きっぷ(1DAY),无限乘坐车票(1DAY),1.0,0.5,0.9,False,True
ainokaze01,１日フリーきっぷ,1日免费乘车通票,1.0,0.476,0.9,False,True
irtoyama01,あいの風・IR１日フリーきっぷ,あいの風・IR1日免费乘车通票,0.8,0.682,0.9,True,False
toyama111,とやま１日乗り放題きっぷ(中央エリア),とやま1日无限乘坐车票(中央区域),0.824,0.567,0.9,True,True
hokuriku3ken,北陸３県２Ｄａｙパス,北陆3県2Day通票,1.0,1.0,0.9,False,False
manyo01,万葉線１日フリー乗車券,万葉線1日免费乘车券,1.0,1.0,0.5,False,False
manyo03,万葉線･海王丸セットクーポン,万葉線・海王丸套装优惠券,1.0,0.957,0.5,False,False
manyo04,高岡まちなか乗り放題１日フリーきっぷ,高冈まちなか无限乘坐1日免费乘车通票,0.778,1.0,0.5,True,False
manyo05,新湊グルメ＆万葉線フリーきっぷ,新湊美食&万葉線免费乘车通票,1.0,1.0,0.5,False,False
ishikawa04,トレインパーク白山 IR・シャトルバスフリー乗車券,トレインパーク白山 IR・シャトル巴士免费乘车券,0.583,1.0,0.9,True,False
ishikawa01,IRいしかわ(金沢・倶利伽羅)１日フリーきっぷ,IR石川(金泽・倶利伽羅)1日免费乘车通票,1.0,1.0,0.9,False,False
ishikawa02,IRいしかわ(金沢・大聖寺)１日フリーきっぷ,IR石川(金泽・大聖寺)1日免费乘车通票,1.0,1.0,0.9,False,False
ishikawa03,IRいしかわ(全線)１日フリーきっぷ,IR石川(全线)1日免费乘车通票,1.0,1.0,0.9,False,False
ishikawa11,子育て応援・金沢スマイルきっぷ,子育て应援・金泽微笑车票,0.917,0.654,0.9,False,False
ishikawa12,子育て応援・白山スマイルきっぷ,子育て应援・白山微笑车票,0.917,0.654,0.9,False,False
ishikawa13,子育て応援・南加賀スマイルきっぷ,子育て应援・南加贺微笑车票,0.923,0.654,0.9,False,False
ishikawa14,子育て応援・全線スマイルきっぷ,子育て应援・全线微笑车票,0.917,0.654,0.9,False,False
ishikawa102,鉄道の日お出かけ１日フリーきっぷ(能美根上〜金沢),鉄道の日出行1日免费乘车通票(能美根上〜金泽),0.957,1.0,0.9,False,False
ishikawa103,鉄道の日お出かけ１日フリーきっぷ(能美根上〜大聖寺),鉄道の日出行1日免费乘车通票(能美根上〜大聖寺),0.958,1.0,0.9,False,False
ishikawa121,ゴールデンウィークお出かけ1日フリーきっぷ(野々市〜倶利伽羅),黄金周出行1日免费乘车通票(野々市〜倶利伽羅),1.0,1.0,0.9,False,False
ishikawa122,ゴールデンウィークお出かけ1日フリーきっぷ(能美根上〜金沢),黄金周出行1日免费乘车通票(能美根上〜金泽),1.0,1.0,0.9,False,False
ishikawa123,ゴールデンウィークお出かけ1日フリーきっぷ(能美根上〜大聖寺),黄金周出行1日免费乘车通票(能美根上〜大聖寺),1.0,1.0,0.9,False,False
ishikawa97,ツエーゲン応援1日フリーきっぷ(東金沢〜能美根上),ツエーゲン应援1日免费乘车通票(東金泽〜能美根上),0.84,1.0,0.9,True,False
ishikawa98,ツエーゲン応援1日フリーきっぷ(東金沢〜大聖寺),ツエーゲン应援1日免费乘车通票(東金泽〜大聖寺),0.833,1.0,0.9,True,False
ishikawa99,Link to the ラブライブ！蓮ノ空女学院スクールアイドルクラブ×IRいしかわ鉄道 花咲くいしかわ旅きっぷ,Link to the LoveLive!莲之空女学院校园偶像クラブ×IR石川鉄道 花咲く石川旅游车票,0.922,1.0,0.9,False,False
ishikawa100,加賀温泉駅前広場完成記念フリーきっぷ,加贺温泉駅前広場完成記念免费乘车通票,1.0,1.0,0.9,False,False
noto02,奥能登まるごとフリーきっぷ,奥能登全域免费乘车通票,1.0,0.802,0.9,False,False
noto01,つこうてくだしフリーきっぷ,つこうてくだし免费乘车通票,0.462,1.0,0.9,True,False
noto95,1DAYフリーきっぷ(ポケモンデザイン),1DAY免费乘车通票(宝可梦デザイン),0.789,1.0,0.9,True,False
hokuriku01,石川線・浅野川線共通一日フリー乗車券,石川線・浅野川線通用一日免费乘车券,1.0,0.8,0.9,False,False
hokuriku05,金沢市内１日フリー乗車券,金泽市内1日免费乘车券,1.0,1.0,0.9,False,False
hokuriku93,浅野川線平日限定シルバー1日フリーエコきっぷ,浅野川線平日限定シルバー1日免费环保车票,0.85,0.925,0.9,False,False
hokuriku92,石川線平日限定シルバー1日フリーエコきっぷ,石川線平日限定シルバー1日免费环保车票,0.842,0.925,0.9,True,False
hokuriku03,浅野川線土日祝限定1日フリーエコきっぷ,浅野川線土日祝限定1日免费环保车票,1.0,1.0,0.9,False,False
hokuriku04,石川線土日祝限定1日フリーエコきっぷ,石川線土日祝限定1日免费环保车票,1.0,1.0,0.9,False,False
hokuriku91,コロプラ☆石川線・浅野川線1日フリーきっぷ,COLOPL☆石川線・浅野川線1日免费乘车通票,1.0,1.0,0.9,False,False
